City,Year,Sport,Discipline,Event,Athlete,Gender,Country,Medal
Barcelona,1992,Gymnastics,Artistic G.,team competition,"BONTAS, Cristina",Women,Romania,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"OKINO, Betty",Women,United States,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"LI, Xiaosahuang",Men,China,Silver
Barcelona,1992,Gymnastics,Artistic G.,floor exercises,"LI, Xiaosahuang",Men,China,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"GOUTSOU, Tatiana",Women,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,parallel bars,"LI, Jing",Men,China,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"BELENKI, Valeri",Men,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,floor exercises,"GOUTSOU, Tatiana",Women,Unified team,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"DAWES, Dominique",Women,United States,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"MISUTIN, Grigori",Men,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"NISHIKAWA, Daisuke",Men,Japan,Bronze
Barcelona,1992,Gymnastics,Artistic G.,uneven bars,"GOUTSOU, Tatiana",Women,Unified team,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"KOROBCHINSKI, Igor",Men,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"MILLER, Shannon",Women,United States,Bronze
Barcelona,1992,Gymnastics,Artistic G.,balance beam,"LU, Li",Women,China,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"CHINEN, Takashi",Men,Japan,Bronze
Barcelona,1992,Gymnastics,Artistic G.,individual all-round,"GOUTSOU, Tatiana",Women,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"GUO, Linyao",Men,China,Silver
Barcelona,1992,Gymnastics,Artistic G.,rings,"LI, Xiaosahuang",Men,China,Bronze
Barcelona,1992,Gymnastics,Artistic G.,floor exercises,"ONODI, Henrietta",Women,Hungary,Silver
Barcelona,1992,Gymnastics,Artistic G.,uneven bars,"LU, Li",Women,China,Gold
Barcelona,1992,Gymnastics,Artistic G.,floor exercises,"IKETANI, Yukio",Men,Japan,Silver
Barcelona,1992,Gymnastics,Artistic G.,individual all-round,"BELENKI, Valeri",Men,Unified team,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"STRUG, Kerri",Women,United States,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"AIHARA, Yutaka",Men,Japan,Bronze
Barcelona,1992,Gymnastics,Artistic G.,vault,"ONODI, Henrietta",Women,Hungary,Gold
Barcelona,1992,Gymnastics,Artistic G.,rings,"WECKER, Andreas",Men,Germany,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"BRUCE, Wendy",Women,United States,Bronze
Barcelona,1992,Gymnastics,Artistic G.,parallel bars,"SCHERBO, Vitaly",Men,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,balance beam,"MILLER, Shannon",Women,United States,Silver
Barcelona,1992,Gymnastics,Artistic G.,balance beam,"LYSSENKO, Tatiana",Women,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"GOGEAN, Gina Elena",Women,Romania,Silver
Barcelona,1992,Gymnastics,Artistic G.,vault,"YOO, Ok Ryul",Men,"Korea, South",Bronze
Barcelona,1992,Gymnastics,Artistic G.,individual all-round,"MISUTIN, Grigori",Men,Unified team,Silver
Barcelona,1992,Gymnastics,Artistic G.,pommel horse,"WECKER, Andreas",Men,Germany,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"SCHERBO, Vitaly",Men,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,parallel bars,"GUO, Linyao",Men,China,Bronze
Barcelona,1992,Gymnastics,Artistic G.,horizontal bar,"MISUTIN, Grigori",Men,Unified team,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"LI, Dashuang",Men,China,Silver
Barcelona,1992,Gymnastics,Artistic G.,floor exercises,"MILOSOVICI, Lavinia Corina",Women,Romania,Gold
Barcelona,1992,Gymnastics,Artistic G.,uneven bars,"MILLER, Shannon",Women,United States,Bronze
Barcelona,1992,Gymnastics,Artistic G.,rings,"LI, Jing",Men,China,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"LI, Chunyang",Men,China,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"MILOSOVICI, Lavinia Corina",Women,Romania,Silver
Barcelona,1992,Gymnastics,Artistic G.,pommel horse,"PAE, Gil-Su",Men,"Korea, North",Gold
Barcelona,1992,Gymnastics,Artistic G.,floor exercises,"MILLER, Shannon",Women,United States,Bronze
Barcelona,1992,Gymnastics,Artistic G.,horizontal bar,"DIMAS, Trent",Men,United States,Gold
Barcelona,1992,Gymnastics,Artistic G.,floor exercises,"MISUTIN, Grigori",Men,Unified team,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"PASCA, Mirela Ana",Women,Romania,Silver
Barcelona,1992,Gymnastics,Artistic G.,vault,"LYSSENKO, Tatiana",Women,Unified team,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"HADAREAN, Vanda Maria",Women,Romania,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"HATAKEDA, Yoshiaki",Men,Japan,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"SHARIPOV, Roustam",Men,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,vault,"SCHERBO, Vitaly",Men,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"VOROPAEV, Aleksei",Men,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"LI, Ge",Men,China,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"LYSSENKO, Tatiana",Women,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"IKETANI, Yukio",Men,Japan,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"MATSUNAGA, Masayuki",Men,Japan,Bronze
Barcelona,1992,Gymnastics,Artistic G.,rings,"SCHERBO, Vitaly",Men,Unified team,Gold
Barcelona,1992,Gymnastics,Artistic G.,vault,"MISUTIN, Grigori",Men,Unified team,Silver
Barcelona,1992,Gymnastics,Artistic G.,horizontal bar,"WECKER, Andreas",Men,Germany,Silver
Barcelona,1992,Gymnastics,Rhythmic G.,individual all-round,"SKALDINA, Oksana",Women,Unified team,Bronze
Barcelona,1992,Gymnastics,Rhythmic G.,individual all-round,"PASCUAL GRACIA, Carolina",Women,Spain,Silver
Barcelona,1992,Gymnastics,Rhythmic G.,individual all-round,"TIMOSHENKO, Alexandra",Women,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"MORSKOVA, Natalia",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"GOKSOR, Susann",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"MAHE, Pascal",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"GOUDZ, Lioudmila",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"LEE, Ho-Youn",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"GOUSSEVA, Elina",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"STOECKLIN, Stephane",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"LATHOUD, Denis",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"SAGSTUEN, Tonje",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"GOPINE, Valeri",Men,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"SUORANIEMI, Tommy",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"BACKEGREN, Anders",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"CHA, Jae-Kyung",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"LAVROV, Andrey",Men,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"SVENDSEN, Cathrine",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"HOGNESS, Hanne",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"DAHLE, Mona",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"DEBUREAU, Philippe",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"LIM, O Kyeong",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"TRISTANT, Denis",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"MOON, Hyang-Ja",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"HAJAS, Erik",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"BOGDANOVA, Svetlana",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"GORB, Tatiana",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"MUNIER, Laurent",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"DOUICHEBAEV, Talant",Men,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"RICHARDSON, Jackson",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"PORTES, Alain",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"NAM, Eun-Young",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"PARK, Kap-Sook",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"OLSSON, Staffan",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"DERIOUGUINA, Natalia",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"MIN, Hye-Sook",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"KISSELEV, Oleg",Men,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"BAZANOVA, Marina",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"GREBNEV, Oleg",Men,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"TCHOUMAK, Igor",Men,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"BEBECHKO, Serguei",Men,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"LILJESTRAND, Patrik",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"TJUGUM, Heidi Maire",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"ANDERSSON, Robert",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"PERREUX, Thierry",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"ONOPRIENKO, Galina",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"PEREZ, Frederic",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"DUVHOLT, Kristine",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"KOUDINOV, Vassili",Men,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"ANISIMOVA, Natalya",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"HENRIKSEN, Henriette",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"SJOEBLAD, Axel",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"EFTEDAL, Siri",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"HONG, Jeong-Ho",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"JANG, Ri-Ra",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"OH, Seongok",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"KISSELEVA, Larissa",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"CATO, Magnus",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"LEE, Mi-Young",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"SUNDAL, Heidi",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"KIM, Hwa-Sook",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"BORZENKOVA, Galina",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"ANDERSSON, Magnus",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"STEEN, Ingrid",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"LINDGREN, Ola",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"FROSETH, Hege Kirsti",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"QUINTIN, Eric",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"SKOTVOLL, Annette",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"HEDIN, Robert",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"DJANDJGAVA, Tatiana",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"PARK, Jeong-Lim",Women,"Korea, South",Gold
Barcelona,1992,Handball,Handball,handball,"PRIAHINA, Svetlana",Women,Unified team,Bronze
Barcelona,1992,Handball,Handball,handball,"SVENSSON, Tomas",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"MEDARD, Philippe",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"CARLEM, Per",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"IAKIMOVITCH, Mikhail",Men,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"PETTERSEN, Karin",Women,Norway,Silver
Barcelona,1992,Handball,Handball,handball,"GARDENT, Philippe",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"MONTHUREL, Gael",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"WISLANDER, Magnus",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"VASSILIEV, Igor",Men,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"BARBACHINSKI, Andrei",Men,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"VOLLE, Frederic",Men,France,Bronze
Barcelona,1992,Handball,Handball,handball,"OLSSON, Mats",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"THORSSON, Pierre",Men,Sweden,Silver
Barcelona,1992,Handball,Handball,handball,"GAVRILOV, Yuri",Men,Unified team,Gold
Barcelona,1992,Handball,Handball,handball,"THIEBAUT, Jean-Luc",Men,France,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"BIRMINGHAM, Warren",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"BAYLISS, Lisa Jayne",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"BLUNCK, Christian",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"FARHAT, Hasan Khan",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"ANJUM, Saeed",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"WARK, Kenneth",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"SIXSMITH, Jane Theresa",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"CORRES GINER, Celia",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"TEWES, Stefan",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"JOHNSON, Kathryn Louise",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"DIXON, Victoria Jane",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"WILD, Anke",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"STACEY, Jay Jason",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"MUHAMMAD, Qamar Ibrahim",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"KURTZ, Oliver Michael",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"KHAWAJA, Muhammad Junaid",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"REID, Graham",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"WANSBROUGH, David",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"ERNSTING-KRIENKE, Nadine",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"KNAUTH, Michael",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"ELMER, Lachlan",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"MILLER, Tammy Kelly",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"TAHIR, Zaman",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"BODIMEADE, Lee",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"DREHER, Lachlan",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"GONZALEZ, Maria",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"RODRIGUEZ SUAREZ, Maria",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"DICKENSCHEID, Tanja Roswitha",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"DAVIES, Stephen",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"MAIQUES DERN, Ana",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"KUHNT, Irina",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"BECKER, Britta",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"LEWIS, Paul Snowden",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"HILGERS, Michael",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"THOMASCHINSKI, Simone Heike",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"BECKER, Andreas",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"MORGAN, Helen Jane",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"NEVILL, Mary Elizabeth",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"LISTER, Sandie",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"BARRIO, Sonia",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"MARAGALL VERGE, Elisabeth",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"GABELLANES, Nagore",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"MUHAMMAD, Ikhlaq",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"FRASER, Susan Barbara",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"MANSOOR, Ahmed",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"COGHEN ALBERDINGO, Mercedes",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"SALIGER, Stefan",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"HAGENBÄUMER, Eva",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"JUNGJOHANN, Caren",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"TEWES, Jan-Peter",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"LAETZSCH, Heike",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"MEINHARDT, Sven",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"BROWN, Karen",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"METZ, Michael",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"SHAHBAZ, Ahmed",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"BESTALL, John Roderick",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"RAMIREZ MERINO, Virginia",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"YORK, Michael",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"ATKINS, Gillian",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"THOMPSON, Joanne Sarah",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"MARTINEZ DE MURGUIA, Maria",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"FERNECK, Christina Stephanie",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"KELLER, Andreas",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"EVANS, Dean",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"MÜLLER, Susanne",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"MCWILLIAMS, Jackie Amanda",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"CORBITT, Gregory",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"WEISS, Bianca Margot",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"MUHAMMAD, Asif Bajwa",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"WOLLSCHLAGER, Susanne",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"MICHLER, Klaus",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"NICHOLLS, Mandy",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"MUHAMMAD, Khalid",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"KHALID, Bashir",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"SHAHID, Ali Khan",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"RAMSAY, Alison Gail",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"DORADO, Natalia",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"FRIED, Volker",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"DILETTI, Damon",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"KAUSCHKE, Katrin",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"REITZ, Christopher",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"MANRIQUE, Silvia",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"PETERS, Kristina",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"SHAHBAZ, Muhammad",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"FRASER, Wendy Katrina",Women,United Kingdom,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"TELLERIA, Maider",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"MAYERHÖFER, Christian",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"OLIVE VANCELLS, Nuria",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"MOTOS, Teresa",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"WASIM, Feroz",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"BAREA, Maria Del Carme N",Women,Spain,Gold
Barcelona,1992,Hockey,Hockey,hockey,"RANA, Mujahid Ali",Men,Pakistan,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"HENTSCHEL, Franziska",Women,Germany,Silver
Barcelona,1992,Hockey,Hockey,hockey,"FISCHER, Carsten",Men,Germany,Gold
Barcelona,1992,Hockey,Hockey,hockey,"CAREY, Ashley",Men,Australia,Silver
Barcelona,1992,Hockey,Hockey,hockey,"MUSADDAQ, Hussain",Men,Pakistan,Bronze
Barcelona,1992,Judo,Judo,+ 95kg (heavyweight),"OGAWA, Naoya",Men,Japan,Silver
Barcelona,1992,Judo,Judo,61 - 66kg (middleweight),"REVE JIMENEZ, Odalis",Women,Cuba,Gold
Barcelona,1992,Judo,Judo,52 - 56kg (lightweight),"TATENO, Chiyori",Women,Japan,Bronze
Barcelona,1992,Judo,Judo,56 - 61kg (half-middleweight),"ZHANG, Di",Women,China,Bronze
Barcelona,1992,Judo,Judo,+ 72kg (heavyweight),"LUPINO, Natalia",Women,France,Bronze
Barcelona,1992,Judo,Judo,52 - 56kg (lightweight),"BLASCO SOTO, Miriam",Women,Spain,Gold
Barcelona,1992,Judo,Judo,71 - 78kg (half-middleweight),"KIM, Byung Joo",Men,"Korea, South",Bronze
Barcelona,1992,Judo,Judo,66 - 72kg (half-heavyweight),"TANABE, Yoko",Women,Japan,Silver
Barcelona,1992,Judo,Judo,+ 72kg (heavyweight),"ZHUANG, Xiaoyan",Women,China,Gold
Barcelona,1992,Judo,Judo,86 - 95kg (half-heavyweight),"SERGUEEV, Dmitri",Men,Unified team,Bronze
Barcelona,1992,Judo,Judo,61 - 66kg (middleweight),"RAKELS, Heidi",Women,Belgium,Bronze
Barcelona,1992,Judo,Judo,78 - 86kg (middleweight),"TAYOT, Pascal",Men,France,Silver
Barcelona,1992,Judo,Judo,+ 72kg (heavyweight),"RODRIGUEZ VILLANUEVA, Estela",Women,Cuba,Silver
